Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
TOCA Touring Car Championship,PS,1997.0,Racing,0.07,2.0,0.02,0.18,,,
TOEIC Test Training DS,DS,2007.0,Misc,0.0,0.0,0.17,0.0,,,
ToeJam & Earl III: Mission to Earth,XB,2002.0,Action,0.09,0.02,0.0,0.0,,,
Togainu no Chi: True Blood,PS2,2008.0,Adventure,0.0,0.0,0.03,0.0,,,
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012.0,Action,0.0,0.0,0.27,0.0,,,
Toki no Kizuna: Hanayui Tsuzuri,PSP,2013.0,Adventure,0.0,0.0,0.02,0.0,,,
Toki no Kizuna: Sekigahara Kitan,PSP,2012.0,Action,0.0,0.0,0.04,0.0,,,
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995.0,Misc,0.0,0.0,0.04,0.0,,,
Tokimeki Memorial 2,PS,1999.0,Simulation,0.0,0.0,0.36,0.03,,,
Tokimeki Memorial 4,PSP,2009.0,Adventure,0.0,0.0,0.08,0.0,,,
Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009.0,Adventure,0.0,0.0,0.03,0.0,,,
Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006.0,Adventure,0.0,0.0,0.05,0.0,,,
Tokimeki Memorial Girl's Side 3rd Story,DS,2010.0,Adventure,0.0,0.0,0.19,0.0,,,
Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012.0,Adventure,0.0,0.0,0.07,0.0,,,
Tokimeki Memorial: Forever with You,PS,1995.0,Simulation,0.0,0.0,0.55,0.04,,,
Tokimeki Memorial: Forever with You,SAT,1996.0,Simulation,0.0,0.0,0.38,0.0,,,
Tokimeki Memorial: Girl's Side,PS2,2002.0,Adventure,0.0,0.0,0.08,0.0,,,
Tokimeki Memorial: Girl's Side 2nd Season,DS,2008.0,Adventure,0.0,0.0,0.11,0.0,,,
Tokimeki Memorial: Girls Side 1st Love,DS,2007.0,Adventure,0.0,0.0,0.05,0.0,,,
Tokimeki Memorial: Private Collection,PS,1996.0,Misc,0.0,0.0,0.16,0.01,,,
Tokimeki Memorial: Taisen Pazurudama,PS,1996.0,Puzzle,0.0,0.0,0.09,0.01,,,
Tokimeki Memorial: Taisen Pazurudama,SAT,1996.0,Puzzle,0.0,0.0,0.08,0.0,,,
Tokimeki no Houkago,PS,1998.0,Misc,0.0,0.0,0.06,0.0,,,
Tokobot,PSP,2005.0,Platform,0.06,0.0,0.0,0.0,72.0,7.3,E
Tokumei Sentai Go-Busters,DS,2012.0,Action,0.0,0.0,0.04,0.0,,,
Tokushu Houdoubu,PSV,2012.0,Adventure,0.0,0.0,0.03,0.0,,,
Tokyo Beat Down,DS,2008.0,Action,0.06,0.0,0.0,0.0,56.0,tbd,T
Tokyo Friend Park II DS,DS,2006.0,Misc,0.0,0.0,0.02,0.0,,,
Tokyo Ghoul: Jail,PSV,2015.0,Racing,0.0,0.0,0.05,0.0,,,
Tokyo Highway Battle,PS,1996.0,Racing,0.06,0.04,0.21,0.02,,,
Tokyo Jungle,PS3,2012.0,Action,0.0,0.0,0.26,0.0,74.0,8.4,T
Tokyo Majin Gakuen: Kenfuuchou,DS,2008.0,Adventure,0.0,0.0,0.03,0.0,,,
Tokyo Mew Mew,PS,2002.0,Role-Playing,0.0,0.0,0.02,0.0,,,
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010.0,Role-Playing,0.0,0.0,0.06,0.0,,,
Tokyo Twilight Ghost Hunters,PSV,2014.0,Role-Playing,0.03,0.01,0.02,0.01,63.0,7,T
Tokyo Twilight Ghost Hunters,PS3,2014.0,Role-Playing,0.03,0.0,0.02,0.01,64.0,6.4,T
Tokyo Xanadu,PSV,2015.0,Role-Playing,0.0,0.0,0.15,0.0,,,
Tokyo Xanadu eX+,PS4,2016.0,Role-Playing,0.0,0.0,0.03,0.0,,,
Tokyo Xtreme Racer,DC,1999.0,Racing,0.0,0.0,0.17,0.0,,,
Tokyo Xtreme Racer 3,PS2,2003.0,Racing,0.35,0.27,0.21,0.09,63.0,8.9,E
Tokyo Xtreme Racer Advance,GBA,2005.0,Racing,0.04,0.02,0.0,0.0,,tbd,E
Tokyo Xtreme Racer DRIFT,PS2,2003.0,Racing,0.09,0.07,0.0,0.02,59.0,8.6,E
Tokyo Xtreme Racer Zero,PS2,2000.0,Racing,0.66,0.52,0.15,0.17,76.0,8.9,E
Tom and Jerry in Fists of Furry,N64,2000.0,Fighting,0.13,0.03,0.0,0.0,,,
Tom and Jerry in House Trap,PS,2000.0,Action,0.11,0.07,0.0,0.01,,,
Tom and Jerry in War of the Whiskers,PS2,2002.0,Fighting,0.13,0.1,0.0,0.03,,,
Tom and Jerry in War of the Whiskers,GC,2003.0,Fighting,0.05,0.01,0.0,0.0,,,
Tom and Jerry in War of the Whiskers,XB,,Fighting,0.02,0.01,0.0,0.0,,,
Tom and Jerry Tales,DS,2006.0,Platform,0.2,0.05,0.0,0.02,,tbd,E
Tom and Jerry: Infurnal Escape,GBA,2003.0,Action,0.12,0.04,0.0,0.0,,,
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006.0,Shooter,0.0,0.0,0.01,0.0,,,
Tom Clancy's Classic Trilogy,XB,2004.0,Shooter,0.07,0.02,0.0,0.0,,tbd,M
Tom Clancy's EndWar,X360,2008.0,Strategy,0.58,0.24,0.01,0.09,77.0,7.2,T
Tom Clancy's EndWar,PS3,2008.0,Strategy,0.33,0.22,0.01,0.1,76.0,6.6,T
Tom Clancy's EndWar,PC,2009.0,Strategy,0.0,0.02,0.0,0.0,68.0,6.7,T
Tom Clancy's EndWar,DS,2008.0,Strategy,0.08,0.01,0.0,0.01,69.0,5.8,T
Tom Clancy's EndWar,PSP,2008.0,Strategy,0.1,0.01,0.0,0.01,68.0,5.9,T
Tom Clancy's Ghost Recon,XB,2002.0,Shooter,1.23,0.46,0.0,0.07,84.0,6.1,M
Tom Clancy's Ghost Recon,PS2,2002.0,Shooter,1.42,0.4,0.0,0.12,63.0,8.3,M
Tom Clancy's Ghost Recon,GC,2003.0,Shooter,0.11,0.03,0.0,0.0,59.0,5.4,M
Tom Clancy's Ghost Recon,Wii,2010.0,Shooter,0.1,0.01,0.0,0.01,46.0,6.8,T
Tom Clancy's Ghost Recon 2,PS2,2004.0,Shooter,0.64,0.34,0.0,0.1,58.0,6,T
Tom Clancy's Ghost Recon 2,GC,2005.0,Shooter,0.06,0.01,0.0,0.0,54.0,1.4,T
Tom Clancy's Ghost Recon 2,XB,2004.0,Shooter,0.86,0.45,0.0,0.06,80.0,8.9,T
Tom Clancy's Ghost Recon 2: Summit Strike,XB,2005.0,Shooter,0.29,0.08,0.0,0.01,84.0,7.2,T
Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006.0,Shooter,0.21,0.11,0.0,0.01,66.0,6,T
Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006.0,Shooter,1.4,0.02,0.02,0.1,90.0,8,T
Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007.0,Shooter,0.34,0.48,0.02,0.19,84.0,8.1,T
Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007.0,Shooter,0.87,0.05,0.02,0.08,86.0,8.1,T
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007.0,Shooter,0.35,0.09,0.0,0.08,61.0,6.4,T
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006.0,Shooter,0.03,0.02,0.0,0.01,44.0,4.6,T
Tom Clancy's Ghost Recon: Future Soldier,X360,2012.0,Shooter,0.93,0.4,0.02,0.12,79.0,7.2,M
Tom Clancy's Ghost Recon: Future Soldier,PC,2012.0,Shooter,0.05,0.1,0.0,0.02,71.0,4.9,M
Tom Clancy's Ghost Recon: Future Soldier,PS3,2012.0,Shooter,0.41,0.32,0.09,0.12,79.0,6.9,M
Tom Clancy's Ghost Recon: Island Thunder,XB,2003.0,Shooter,0.61,0.24,0.0,0.03,81.0,8.8,M
Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004.0,Shooter,0.57,0.44,0.0,0.15,70.0,6.3,T
Tom Clancy's Ghost Recon: Predator,PSP,2010.0,Shooter,0.07,0.02,0.0,0.02,54.0,tbd,T
Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011.0,Strategy,0.22,0.09,0.0,0.03,77.0,7.9,T
Tom Clancy's HAWX,PS3,2009.0,Action,0.21,0.22,0.05,0.09,74.0,8.1,T
Tom Clancy's HAWX,X360,2009.0,Action,0.31,0.19,0.02,0.06,73.0,7.3,T
Tom Clancy's HAWX,PC,2009.0,Action,0.0,0.03,0.0,0.01,70.0,7.3,T
Tom Clancy's HAWX 2,X360,2010.0,Action,0.24,0.09,0.01,0.03,68.0,6.3,T
Tom Clancy's HAWX 2,PC,2010.0,Action,0.0,0.04,0.0,0.01,66.0,3.8,T
Tom Clancy's HAWX 2,PS3,2010.0,Action,0.21,0.12,0.03,0.05,70.0,6.8,T
Tom Clancy's HAWX 2,Wii,2010.0,Action,0.06,0.03,0.0,0.01,47.0,tbd,T
Tom Clancy's Rainbow Six,PS,1999.0,Shooter,0.93,0.63,0.0,0.08,,,
Tom Clancy's Rainbow Six,N64,1999.0,Shooter,0.48,0.15,0.0,0.01,,,
Tom Clancy's Rainbow Six 3,PS2,2004.0,Shooter,0.4,0.31,0.0,0.1,70.0,8.2,M
Tom Clancy's Rainbow Six 3,GC,2004.0,Shooter,0.04,0.01,0.0,0.0,68.0,8.2,M
Tom Clancy's Rainbow Six 3,XB,2003.0,Shooter,0.91,0.57,0.0,0.07,86.0,8.5,M
Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004.0,Shooter,0.99,0.12,0.0,0.02,84.0,8.6,M
Tom Clancy's Rainbow Six: Critical Hour,XB,,Shooter,0.04,0.01,0.0,0.0,54.0,3.6,M
Tom Clancy's Rainbow Six: Lockdown,XB,2005.0,Shooter,0.26,0.13,0.0,0.02,74.0,6.6,M
Tom Clancy's Rainbow Six: Lockdown,GC,2005.0,Shooter,0.04,0.01,0.0,0.0,72.0,7.8,M
Tom Clancy's Rainbow Six: Lockdown,PS2,2005.0,Shooter,0.17,0.13,0.0,0.04,70.0,6.9,M
Tom Clancy's Rainbow Six: Rogue Spear,GBA,2002.0,Shooter,0.08,0.03,0.0,0.0,76.0,tbd,T
Tom Clancy's Rainbow Six: Rogue Spear,PS,2001.0,Shooter,0.13,0.09,0.0,0.02,,,
Tom Clancy's Rainbow Six: Siege,PS4,2015.0,Shooter,0.55,1.19,0.14,0.33,73.0,7.3,M
Tom Clancy's Rainbow Six: Siege,XOne,2015.0,Shooter,0.77,0.45,0.0,0.12,74.0,6.9,M
Tom Clancy's Rainbow Six: Siege,PC,2015.0,Shooter,0.13,0.08,0.0,0.02,79.0,6.9,M
Tom Clancy's Rainbow Six: Vegas,PSP,2007.0,Shooter,0.42,0.19,0.0,0.13,60.0,7.1,T
Tom Clancy's Rainbow Six: Vegas,X360,2006.0,Shooter,01.09,0.65,0.02,0.2,88.0,8.3,M
Tom Clancy's Rainbow Six: Vegas,PS3,2007.0,Shooter,0.47,0.53,0.03,0.22,86.0,7.6,M
Tom Clancy's Rainbow Six: Vegas 2,PC,2008.0,Shooter,0.0,0.02,0.0,0.0,78.0,7.3,M
Tom Clancy's Rainbow Six: Vegas 2,X360,2008.0,Shooter,1.56,0.6,0.02,0.23,82.0,7.8,M
Tom Clancy's Rainbow Six: Vegas 2,PS3,2008.0,Shooter,0.66,0.44,0.04,0.21,81.0,7.9,M
Tom Clancy's Splinter Cell,XB,2002.0,Action,1.85,01.04,0.0,0.13,93.0,8.5,T
Tom Clancy's Splinter Cell,GBA,2003.0,Action,0.07,0.03,0.0,0.0,77.0,8.6,T
Tom Clancy's Splinter Cell,PS2,2003.0,Action,1.15,1.11,0.0,0.4,89.0,7.7,T
Tom Clancy's Splinter Cell,GC,2003.0,Action,0.18,0.05,0.0,0.01,89.0,8.7,T
Tom Clancy's Splinter Cell 3D,3DS,2011.0,Action,0.14,0.07,0.07,0.02,53.0,5.5,T
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011.0,Action,0.02,0.0,0.0,0.0,67.0,6.8,M
Tom Clancy's Splinter Cell Trilogy,PS3,2011.0,Action,0.0,0.09,0.0,0.02,,,
Tom Clancy's Splinter Cell: Blacklist,PC,2013.0,Action,0.04,0.13,0.0,0.01,82.0,7.4,M
Tom Clancy's Splinter Cell: Blacklist,X360,2013.0,Action,0.57,0.32,0.01,0.08,82.0,7.5,M
Tom Clancy's Splinter Cell: Blacklist,PS3,2013.0,Action,0.34,0.39,0.06,0.15,84.0,7.7,M
Tom Clancy's Splinter Cell: Blacklist,WiiU,2013.0,Action,0.04,0.07,0.0,0.01,75.0,7.8,M
Tom Clancy's Splinter Cell: Chaos Theory,DS,2005.0,Action,0.06,0.0,0.0,0.01,50.0,7,T
Tom Clancy's Splinter Cell: Chaos Theory,XB,2005.0,Action,0.68,0.38,0.0,0.05,94.0,9,M
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005.0,Action,0.08,0.02,0.0,0.0,81.0,8.5,M
Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005.0,Action,0.36,0.45,0.0,0.14,87.0,8.6,M
Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,0.0,0.08,0.0,0.02,83.0,5.2,M
Tom Clancy's Splinter Cell: Conviction,X360,2010.0,Action,1.2,0.62,0.04,0.19,,,
Tom Clancy's Splinter Cell: Double Agent,GC,2006.0,Action,0.04,0.01,0.0,0.0,64.0,7.1,M
Tom Clancy's Splinter Cell: Double Agent,X360,2006.0,Action,0.67,0.04,0.01,0.06,85.0,8.1,M
Tom Clancy's Splinter Cell: Double Agent,Wii,2006.0,Action,0.1,0.01,0.0,0.01,61.0,7.4,M
Tom Clancy's Splinter Cell: Double Agent,PS3,2007.0,Action,0.2,0.03,0.0,0.03,78.0,6.5,M
Tom Clancy's Splinter Cell: Essentials,PSP,2006.0,Shooter,0.17,0.01,0.0,0.02,58.0,7.5,M
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004.0,Action,0.06,0.02,0.0,0.0,78.0,8,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004.0,Action,0.05,0.02,0.0,0.0,68.0,6.2,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004.0,Action,0.82,0.59,0.0,0.07,93.0,8.6,T
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004.0,Action,0.52,0.56,0.0,0.17,87.0,8.6,T
Tom Clancy's The Division,PS4,2016.0,Shooter,1.35,1.7,0.15,0.6,80.0,7,M
Tom Clancy's The Division,PC,2016.0,Shooter,0.22,0.15,0.0,0.04,79.0,5.8,M
Tom Clancy's The Division,XOne,2016.0,Shooter,1.29,0.68,0.0,0.2,80.0,6.9,M
Tomb Raider,PC,1996.0,Action,0.96,0.07,0.0,0.0,86.0,8.5,M
Tomb Raider,PS,1996.0,Action,2.29,1.97,0.13,0.24,91.0,8.6,T
Tomb Raider (2013),PC,,Action,0.06,0.25,0.0,0.04,86.0,8.5,M
Tomb Raider (2013),PS3,2013.0,Action,0.6,1.26,0.08,0.48,,,
Tomb Raider (2013),X360,2013.0,Action,0.86,0.84,0.01,0.17,,,
Tomb Raider (2013),PS4,2014.0,Action,0.47,0.65,0.06,0.22,,,
Tomb Raider (2013),XOne,2014.0,Action,0.35,0.21,0.0,0.05,,,
Tomb Raider Chronicles,PS,1999.0,Action,0.34,0.23,0.0,0.04,,,
Tomb Raider II,PC,1997.0,Action,0.91,1.25,0.0,0.13,,8.3,
Tomb Raider II,PS,1997.0,Action,2.3,2.46,0.2,0.28,85.0,,T
Tomb Raider III: Adventures of Lara Croft,PC,1998.0,Action,0.59,0.03,0.0,0.0,,8.2,T
Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,1.66,1.58,0.12,0.18,,,
Tomb Raider: Anniversary,PC,2007.0,Action,0.0,0.03,0.0,0.01,83.0,8.1,T
Tomb Raider: Anniversary,PSP,2007.0,Action,0.21,0.22,0.0,0.13,78.0,8.2,T
Tomb Raider: Anniversary,PS2,2007.0,Action,0.41,0.02,0.0,0.07,,8.2,T
Tomb Raider: Anniversary,Wii,2007.0,Action,0.12,0.62,0.0,0.11,73.0,7.3,T
Tomb Raider: Anniversary,X360,2007.0,Action,0.12,0.22,0.0,0.05,77.0,8.3,T
Tomb Raider: Legend,DS,2006.0,Action,0.04,0.02,0.0,0.01,58.0,8,T
Tomb Raider: Legend,PS2,2006.0,Action,0.25,0.19,0.02,0.06,82.0,7.1,T
Tomb Raider: Legend,XB,2006.0,Action,0.1,0.03,0.0,0.0,82.0,7.2,T
Tomb Raider: Legend,X360,2006.0,Action,0.27,0.07,0.01,0.03,80.0,7.3,T
Tomb Raider: Legend,GC,2006.0,Action,0.06,0.02,0.0,0.0,78.0,7.8,T
Tomb Raider: Legend,PSP,2006.0,Action,0.09,0.24,0.0,0.12,67.0,7.9,T
Tomb Raider: Legend,PC,2006.0,Action,0.0,0.01,0.0,0.0,82.0,7.9,T
Tomb Raider: The Last Revelation,PC,1998.0,Action,0.41,0.0,0.0,0.0,,8.6,T
Tomb Raider: The Last Revelation,PS,1998.0,Action,1.15,1.14,0.06,0.13,,,
Tomb Raider: The Prophecy,GBA,2002.0,Action,0.1,0.04,0.0,0.0,66.0,8.8,T
Tomb Raider: Underworld,PS3,2008.0,Action,0.45,0.55,0.05,0.22,75.0,7.2,T
Tomb Raider: Underworld,Wii,2008.0,Action,0.13,0.27,0.0,0.05,70.0,7.2,T
Tomb Raider: Underworld,DS,2008.0,Action,0.15,0.02,0.0,0.01,70.0,8.4,T
Tomb Raider: Underworld,X360,2008.0,Action,0.53,0.42,0.01,0.11,76.0,6.6,T
Tomb Raider: Underworld,PC,2008.0,Action,0.0,0.06,0.0,0.01,80.0,7.7,T
Tomb Raider: Underworld,PS2,2009.0,Action,0.09,0.04,0.0,0.05,,5.8,T
Tomb Raider: Underworld (Others sales),PS2,2009.0,Adventure,0.0,0.21,0.0,0.04,,,
Tomba!,PS,1997.0,Platform,0.15,0.1,0.0,0.02,,,
Tomba! 2: The Evil Swine Return,PS,1999.0,Platform,0.16,0.11,0.0,0.02,,,
Tomodachi Life,3DS,2013.0,Simulation,0.97,2.11,1.9,0.24,,,
Tomoyo After: It's a Wonderful Life CS Edition,PSP,2009.0,Adventure,0.0,0.0,0.04,0.0,,,
Tomoyo After: It's a Wonderful Life CS Edition,PS2,2007.0,Adventure,0.0,0.0,0.01,0.0,,,
Tongari Boushi to Mahou no Otana,DS,2010.0,Simulation,0.0,0.0,0.44,0.0,,,
Tongari Boushi to Oshare na Mahou Tsukai,DS,2011.0,Action,0.0,0.0,0.24,0.0,,,
Tonic Trouble,N64,1999.0,Platform,0.09,0.02,0.0,0.0,,,
Tonka Rescue Patrol,GC,2003.0,Action,0.05,0.01,0.0,0.0,,,
Tony Hawk: RIDE,X360,2009.0,Sports,0.46,0.1,0.0,0.05,46.0,3,E10+
Tony Hawk: RIDE,PS3,2009.0,Sports,0.38,0.14,0.0,0.07,44.0,2.1,E10+
Tony Hawk: RIDE,Wii,2009.0,Sports,0.69,0.17,0.0,0.08,47.0,4.5,E10+
Tony Hawk: Shred,Wii,2010.0,Sports,0.39,0.11,0.0,0.04,,7,E
Tony Hawk: Shred,X360,2010.0,Sports,0.17,0.06,0.0,0.02,53.0,6.6,E
Tony Hawk: Shred,PS3,2010.0,Sports,0.18,0.06,0.0,0.04,56.0,6.7,E
Tony Hawk's American Sk8land,GBA,2005.0,Sports,0.17,0.06,0.0,0.0,64.0,5.4,E
Tony Hawk's American Sk8land,DS,2005.0,Sports,0.19,0.0,0.0,0.02,84.0,8.7,E
Tony Hawk's American Wasteland,X360,2005.0,Sports,0.28,0.01,0.0,0.03,75.0,7.2,T
Tony Hawk's American Wasteland,XB,2005.0,Sports,0.4,0.2,0.0,0.03,77.0,7.7,T
Tony Hawk's American Wasteland,GC,2005.0,Sports,0.33,0.08,0.0,0.01,76.0,7.7,T
Tony Hawk's American Wasteland (Old all region sales),PS2,2005.0,Sports,0.8,0.63,0.01,0.19,,,
Tony Hawk's American Wasteland (Weekly american sales),PS2,2005.0,Sports,1.38,0.05,0.0,0.02,,,
Tony Hawk's Downhill Jam,DS,2006.0,Sports,0.2,0.0,0.0,0.02,76.0,7,E
Tony Hawk's Downhill Jam,Wii,,Sports,0.21,0.0,0.0,0.02,69.0,6.2,E10+
Tony Hawk's Motion,DS,2008.0,Sports,0.19,0.0,0.0,0.02,39.0,tbd,E
Tony Hawk's Pro Skater,PS,1999.0,Sports,3.42,1.38,0.02,0.2,92.0,9.2,T
Tony Hawk's Pro Skater,N64,2000.0,Sports,1.68,0.4,0.0,0.03,,,
Tony Hawk's Pro Skater,GB,2000.0,Sports,0.9,0.38,0.01,0.05,,,
Tony Hawk's Pro Skater 2,GBA,2001.0,Sports,0.85,0.31,0.0,0.02,95.0,7.5,E
Tony Hawk's Pro Skater 2,PS,2000.0,Sports,03.05,1.41,0.02,0.2,98.0,7.7,T
Tony Hawk's Pro Skater 2,N64,2001.0,Sports,0.59,0.16,0.0,0.01,,,
Tony Hawk's Pro Skater 2x,XB,2001.0,Sports,0.41,0.19,0.0,0.03,78.0,8.8,T
Tony Hawk's Pro Skater 3,GBA,2002.0,Sports,0.37,0.14,0.0,0.01,90.0,8,E
Tony Hawk's Pro Skater 3,GC,2001.0,Sports,0.64,0.17,0.0,0.02,91.0,9,T
Tony Hawk's Pro Skater 3,PS,2001.0,Sports,01.09,0.49,0.02,0.07,87.0,8.3,E
Tony Hawk's Pro Skater 3,XB,2002.0,Sports,0.34,0.18,0.0,0.02,93.0,8.4,T
Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,2.66,1.29,0.01,0.46,97.0,7.5,T
Tony Hawk's Pro Skater 3,N64,2002.0,Sports,0.06,0.02,0.0,0.0,,,
Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,2.13,1.18,0.01,0.35,94.0,8.5,T
Tony Hawk's Pro Skater 4,XB,2002.0,Sports,0.59,0.3,0.0,0.04,90.0,8.5,T
Tony Hawk's Pro Skater 4,GC,2002.0,Sports,0.45,0.12,0.0,0.02,91.0,8.6,T
Tony Hawk's Pro Skater 4,GBA,2002.0,Sports,0.41,0.15,0.0,0.01,85.0,8.8,E
Tony Hawk's Pro Skater 5,XOne,2015.0,Sports,0.09,0.02,0.0,0.01,39.0,2.1,T
Tony Hawk's Pro Skater 5,PS3,2015.0,Sports,0.05,0.0,0.0,0.01,,3.1,T
Tony Hawk's Pro Skater 5,PS4,2015.0,Sports,0.09,0.08,0.0,0.03,32.0,1.5,T
Tony Hawk's Pro Skater 5,X360,2015.0,Sports,0.06,0.0,0.0,0.01,,2.8,T
Tony Hawk's Project 8,PS3,2006.0,Sports,0.3,0.22,0.01,0.1,76.0,7.2,T
Tony Hawk's Project 8,PS2,2006.0,Sports,0.72,0.03,0.0,0.12,69.0,7.3,T
Tony Hawk's Project 8,PSP,2006.0,Sports,0.41,0.07,0.0,0.07,68.0,7.6,T
Tony Hawk's Project 8,X360,2006.0,Sports,0.44,0.02,0.0,0.04,81.0,7.6,T
Tony Hawk's Proving Ground,Wii,2007.0,Sports,0.22,0.01,0.0,0.02,57.0,6.2,T
Tony Hawk's Proving Ground,X360,2007.0,Sports,0.49,0.02,0.0,0.04,72.0,5.4,T
Tony Hawk's Proving Ground,PS2,2007.0,Sports,0.55,0.02,0.0,0.09,65.0,6.6,T
Tony Hawk's Proving Ground,PS3,2007.0,Sports,0.36,0.04,0.0,0.04,73.0,6.6,T
Tony Hawk's Proving Ground,DS,2007.0,Sports,0.2,0.01,0.0,0.02,79.0,6.7,E10+
Tony Hawk's Underground,XB,2003.0,Sports,0.85,0.37,0.0,0.05,85.0,9.1,T
Tony Hawk's Underground,GC,2003.0,Sports,0.54,0.14,0.0,0.02,89.0,8.5,T
Tony Hawk's Underground,GBA,2003.0,Sports,0.43,0.16,0.0,0.01,86.0,7.7,E
Tony Hawk's Underground,PS2,2003.0,Sports,2.29,1.17,0.01,0.42,90.0,8.7,T
Tony Hawk's Underground 2,XB,2004.0,Sports,0.48,0.24,0.0,0.03,83.0,7.8,T
Tony Hawk's Underground 2,PS2,2004.0,Sports,1.25,0.86,0.01,0.26,83.0,8.8,T
Tony Hawk's Underground 2,GC,2004.0,Sports,0.38,0.1,0.0,0.01,82.0,8.9,T
Tony Hawk's Underground 2,GBA,2004.0,Sports,0.35,0.13,0.0,0.01,70.0,tbd,E
Tony Hawk's Underground 2 Remix,PSP,2005.0,Sports,0.46,0.21,0.0,0.15,83.0,8,T
Too Human,X360,2008.0,Role-Playing,0.38,0.29,0.03,0.08,65.0,7,T
Top Angler: Real Bass Fishing,PS2,2002.0,Sports,0.05,0.04,0.0,0.01,,,
Top Gear Hyper-Bike,N64,1999.0,Racing,0.05,0.01,0.0,0.0,,,
Top Gear Overdrive,N64,1998.0,Racing,0.23,0.06,0.0,0.0,,,
Top Gear Rally,GBA,2003.0,Racing,0.06,0.02,0.0,0.0,78.0,7.6,E
Top Gear Rally,N64,1997.0,Racing,0.32,0.07,0.0,0.0,,,
Top Gear Rally 2,N64,1999.0,Racing,0.09,0.02,0.0,0.0,,,
Top Gear RPM Tuning,XB,2005.0,Racing,0.01,0.0,0.0,0.0,45.0,7.5,T
Top Gun,PS3,2011.0,Simulation,0.06,0.0,0.0,0.01,49.0,4.4,T
Top Gun,DS,2006.0,Simulation,0.04,0.0,0.0,0.0,48.0,tbd,E10+
Top Gun: Combat Zones,GC,2002.0,Simulation,0.12,0.03,0.0,0.0,59.0,7.1,E
Top Gun: Combat Zones,PS2,2001.0,Simulation,0.45,0.35,0.0,0.12,63.0,3.3,E
Top Gun: Combat Zones,GBA,2004.0,Simulation,0.07,0.03,0.0,0.0,,,
Top Gun: Fire at Will!,PS,1996.0,Misc,0.3,0.21,0.0,0.04,,,
Top Gun: Firestorm Advance,GBA,2002.0,Shooter,0.07,0.02,0.0,0.0,,,
Top Gun: Hard Lock,X360,2012.0,Action,0.03,0.02,0.0,0.0,54.0,3.5,T
Top Gun: Hard Lock,PS3,2012.0,Action,0.0,0.02,0.0,0.01,,7.8,T
Top Shot Arcade,Wii,2011.0,Shooter,0.12,0.0,0.0,0.01,,tbd,T
Top Spin,XB,2003.0,Sports,0.36,0.08,0.0,0.02,89.0,8.2,E
Top Spin,PS2,2005.0,Sports,0.05,0.04,0.0,0.01,67.0,7.8,E
Top Spin 2,X360,2006.0,Sports,0.15,0.0,0.0,0.01,75.0,6.8,E
Top Spin 2,DS,2006.0,Sports,0.05,0.0,0.0,0.0,51.0,tbd,E
Top Spin 3,PS3,2008.0,Action,0.08,0.36,0.0,0.12,75.0,7.5,E
Top Spin 3,X360,2008.0,Action,0.09,0.4,0.0,0.07,78.0,7.6,E
Top Spin 3,Wii,2008.0,Action,0.15,0.37,0.0,0.07,68.0,5.7,E
Top Spin 3,DS,2008.0,Action,0.11,0.02,0.0,0.01,65.0,tbd,E
Top Spin 4,X360,2011.0,Sports,0.15,0.22,0.0,0.04,84.0,8.2,E
Top Spin 4,Wii,2011.0,Sports,0.04,0.08,0.0,0.02,54.0,7.4,E
Top Spin 4,PS3,2011.0,Sports,0.17,0.39,0.0,0.13,82.0,7.7,E
ToraDora Portable!,PSP,2009.0,Adventure,0.0,0.0,0.08,0.0,,,
